Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Delta 15 N (o/oo),Delta 13 C (o/oo),Sex
-1.3584043809827173,-0.06100343288775467,-0.4134266762373439,-1.0767094930350762,0.8229916395458371,0.5926018916351746,0.9655791449798179
-1.4855440330198348,-0.11269481527239521,-1.1242487744456728,-1.2923685372954155,0.42796332141410753,-0.8706376209496146,0.9655791449798179
-1.1949391140778514,0.3525276261893641,-0.6977555155206755,-1.0459010581407422,-0.7502652350382971,-0.8390223528123777,0.9655791449798179
-0.8680085802681182,0.8177500676511216,-1.4085776137290043,-0.5529660998313954,,,-0.8582925733153937
1.0572490077225283,0.7660586852664829,-0.4134266762373439,-0.7378167091974004,1.8882097555128383,1.732874124415212,-0.8582925733153937
-1.3220787661149689,0.3525276261893641,-1.1242487744456728,-0.6145829696200638,,,0.9655791449798179
1.0754118151564014,-0.6296086391187923,2.003368457670974,2.1581761708700116,-0.8148003876425534,-0.6233260377669468,-0.8582925733153937
-1.503706840453709,0.19745347903544433,-0.6977555155206755,-1.2615601024010814,0.049327523431286095,-0.33382352549182975,0.9655791449798179
0.7121556664789209,-1.0948310805805506,1.0082175201793138,1.7884749521380017,-1.4961526230989535,0.27828629690763074,-0.8582925733153937
-0.8861713877019926,0.19745347903544433,-1.0531665646248398,-0.7994335789860687,-0.2978353750999206,-0.4516453257111599,0.9655791449798179
0.4578763624046849,-1.0948310805805506,1.0792997300001466,0.6177544261533031,-0.46898659167151735,-1.547467509335547,0.9655791449798179
-2.1394051006393,-0.8363741686573517,-0.9110021449831741,-1.415602276872752,0.11961022255900192,-1.1205310556330845,0.9655791449798179
0.6576672441772994,-1.0948310805805506,1.2214641496418124,0.9258387750966448,-0.8065764062826207,-0.468514249699579,0.9655791449798179
0.9664349705531583,-0.9914483158112715,1.434710779104311,2.58949425939069,-0.8489899730715006,0.8767545096946813,-0.8582925733153937
-0.2504731275164018,0.0940707142661651,-0.982084354804007,-1.0459010581407422,1.5379605538645342,1.3644141246564083,0.9655791449798179
-0.849845772834244,0.7660586852664829,-0.7688377253415083,0.06320259805528802,0.6965640968866954,-0.10856939479438868,-0.8582925733153937
-0.06884505317766153,0.5076017733432838,0.08414879250848623,-0.9842841883520738,1.1881918544979324,1.6142703210970797,0.9655791449798179
1.4931563861355046,-0.06100343288775467,2.074450667491807,1.6652412125606648,-0.844942665390992,-0.5071178947356191,-0.8582925733153937
1.3478539266645118,1.0762069795743205,-0.5555910958790097,-0.6761998394087321,1.0305501443850134,1.1820956879074112,-0.8582925733153937
0.2035970583304488,-0.8880655510419913,1.363628569283478,1.0490725146739814,-0.18160926549849443,-1.3010868822228803,-0.8582925733153937
-1.085962269474607,0.7660586852664829,-2.0483175021165003,-1.2923685372954155,-0.6451830822010097,0.6326205898976157,0.9655791449798179
0.2580854806320704,-1.7668190515808684,0.6528064710751492,0.12481946784395637,-0.6597644783650295,-1.2659588065148446,0.9655791449798179
0.40338794010306334,-1.0431396981959111,1.0082175201793138,1.1106893844626498,-1.655550014625792,0.3472639353209048,-0.8582925733153937
1.039086200288654,-1.0948310805805506,1.0792997300001466,0.6793712959419714,-0.8642921226580755,-1.3180799336872993,-0.8582925733153937
-1.558195262755332,0.9211328324204008,-0.982084354804007,-0.49134923004272707,0.8866581918716283,1.6716544532519435,0.9655791449798179
-1.3947299958504646,-0.5262258743495122,-0.982084354804007,-0.7994335789860687,-1.6805361332744042,-1.0002142931461535,0.9655791449798179
0.7666440887805438,-0.3711517271955942,-0.12909783695401242,-1.0767094930350762,1.3604519224888503,1.5193128019569775,0.9655791449798179
1.8745753422468594,1.903269097728558,0.01306658268765334,0.12481946784395637,1.4039558598400568,1.3754118190300229,-0.8582925733153937
1.1480630448918985,-1.4566707572730289,1.2214641496418124,1.85009182192667,-1.5467532095337917,0.41032069312897623,-0.8582925733153937
-1.249427536379473,-0.31946034481095364,-1.1242487744456728,-0.9842841883520738,-0.2155585997865889,-0.4495723968619567,0.9655791449798179
1.1299002374580243,-1.0948310805805506,1.7190396183876424,0.9874556448853131,-0.4280514934417268,-1.1247389770694884,-0.8582925733153937
1.3478539266645118,0.5592931557279226,-0.27126225659567815,-0.5529660998313954,-0.17767284295991992,1.0767238735308995,-0.8582925733153937
-1.1222878843423543,1.38635527388216,-0.2001800467748453,-0.8610504487747371,0.69767294830601,-0.8907462720616381,-0.8582925733153937
-0.3049615498180233,1.2312811267282404,-0.27126225659567815,0.0940110329496222,0.1269840844974607,-0.874051126539617,-0.8582925733153937
-0.9588226174374883,0.04237933188152456,-0.12909783695401242,-0.5529660998313954,0.0740549100820576,-0.9703119841777242,0.9655791449798179
1.20255146719352,1.2829725091128807,0.01306658268765334,-0.18326488109938535,1.9825360495827462,1.2147412140954499,-0.8582925733153937
-0.10517066804541009,-1.9218931987347874,0.5817242612543164,0.24805320742129305,-1.1027875820962005,0.47945969726104887,0.9655791449798179
0.8574581259499139,-0.5779172567341526,2.074450667491807,1.9733255615040066,-0.25272360319070275,-1.2461977123356216,-0.8582925733153937
-0.9406598100036141,0.9728242148050413,-0.4134266762373439,-0.9226673185634054,0.835577103155086,0.7957985698473934,0.9655791449798179
0.22175986576432308,-1.4049793748883892,0.6528064710751492,0.24805320742129305,-0.39482291257619073,-1.6267104900140361,0.9655791449798179
1.2570398894951416,0.9728242148050413,0.6528064710751492,-0.12164801131071701,2.3051009274621004,1.2668623412679045,-0.8582925733153937
-1.1041250769084814,-0.009312050503114134,-1.0531665646248398,-1.1075179279294105,-0.18613707546070862,0.6142745489447979,-2.682164291610605
-1.4492184181520875,1.0762069795743205,-0.8399199351623412,-0.49134923004272707,0.905028163718316,0.8357303788766376,0.9655791449798179
1.5658076158710004,-0.784682786272712,1.434710779104311,1.5420074729833282,-0.8263509232604428,-0.7046791855374334,-0.8582925733153937
1.4568307712677562,1.2312811267282404,0.36847763179181775,-0.306498620676722,,2.3836868938315177,-0.8582925733153937
0.22175986576432308,-1.3532879925037498,0.4395598416126506,1.0490725146739814,-1.4028242953064292,0.21144365108155744,0.9655791449798179
-1.340241573548843,-0.26776896242631315,-1.4085776137290043,-1.6620697560274256,0.6387559762262945,-0.21540591338770385,0.9655791449798179
-1.085962269474607,0.7660586852664829,-0.5555910958790097,-1.569644451344423,0.541990209033886,-0.194626973905283,0.9655791449798179
0.6576672441772994,-1.6117449044269487,0.794970890716815,0.8334134704136423,-1.120381357949366,-0.6555247050413799,0.9655791449798179
0.639504436743425,-1.30159661011911,0.794970890716815,0.6485628610476373,-1.0019190646523197,-0.664908742226992,0.9655791449798179
0.784806896214418,-1.4566707572730289,0.6528064710751492,0.49452068657596643,-1.9302309920476335,0.24814814573480123,0.9655791449798179
-1.4310556107182133,0.3525276261893641,-0.4134266762373439,-0.9226673185634054,0.38841428745846346,-0.10410080565838102,0.9655791449798179
1.602133230738749,1.38635527388216,-0.27126225659567815,-0.5837745347257296,0.505028495056649,1.352187568270395,-0.8582925733153937
0.47603916983855915,-1.1982138453498299,1.1503819398209794,1.2339231240399866,-0.27403203129857784,-1.0983743011670615,0.9655791449798179
0.36706232523531473,-0.009312050503114134,-0.7688377253415083,-0.7686251440917345,0.7200532661192272,1.0026818340968175,0.9655791449798179
1.039086200288654,0.5592931557279226,-0.5555910958790097,-0.5221576649370612,1.3466097606043737,1.243600852265478,-0.8582925733153937
1.7474356902097408,1.4380466562667988,0.29739542197098484,0.37128694699862974,2.388264783910885,0.9928509379976087,-0.8582925733153937
1.1117374300241498,-0.6296086391187923,1.6479574085668096,1.4187737334059916,-0.9845285782260311,-0.8549230824879972,-0.8582925733153937
-0.8861713877019926,0.8177500676511216,-1.1242487744456728,-0.6761998394087321,0.9003525069001952,-0.4051471732015102,-0.8582925733153937
-0.5047524315906378,0.5592931557279226,-0.6266733056998426,-0.18326488109938535,-0.20422983445256435,-1.1074728451578708,-0.8582925733153937
-0.46842681672289055,1.644812185805359,-0.4845088860581768,-0.7994335789860687,0.7678447622917983,-0.4820193190883939,-0.8582925733153937
-0.06884505317766153,-1.5083621396576694,1.363628569283478,0.6177544261533031,-0.1549413888639192,-1.2172511849323882,0.9655791449798179
-1.1404506917762285,1.0245155971896818,-0.4845088860581768,-0.5529660998313954,0.6927570403470397,-0.234285702487324,-0.8582925733153937
0.4578763624046849,0.3525276261893641,-0.6977555155206755,-0.6145829696200638,1.1837749296776523,1.463542326990116,0.9655791449798179
-1.3584043809827173,-0.009312050503114134,-1.1953309842665056,-1.6620697560274256,-0.19759520679365186,-0.5070310055024179,0.9655791449798179
-1.249427536379473,-0.11269481527239521,-1.1242487744456728,-1.4772191466614204,1.1657191323997724,0.8571920194770598,0.9655791449798179
0.40338794010306334,-2.0252759635040674,0.7238886808959821,0.37128694699862974,-1.3678585138839614,0.2409611648743921,0.9655791449798179
-0.831682965400371,1.799886332959279,-0.7688377253415083,-0.6761998394087321,-0.1260188476767292,0.5088903218206823,-0.8582925733153937
-0.9588226174374883,-0.06100343288775467,-0.9110021449831741,-1.6004528862387573,0.8262073086618564,-0.08020626652835568,0.9655791449798179
1.20255146719352,-0.6296086391187923,1.7190396183876424,1.4803906031946599,-0.13882608156984305,-1.077210566509037,-0.8582925733153937
-1.0496366546068585,0.24914486142008485,-0.982084354804007,-0.9534757534577396,-0.029844467907956994,-0.088733824129564,0.9655791449798179
-0.595566468760008,0.8694414500357621,-0.5555910958790097,-0.49134923004272707,-0.30753782501894583,-0.3480609469890486,-0.8582925733153937
-0.7771945430987481,0.5076017733432838,-1.0531665646248398,0.30967007720996137,-0.432449937405019,-0.8887974706884348,-0.8582925733153937
1.1480630448918985,0.8177500676511216,-0.2001800467748453,-0.5221576649370612,1.2195538688076197,1.8066430834020906,0.9655791449798179
-0.7771945430987481,1.8515777153439175,-0.6977555155206755,-0.3681154904653904,0.14141763380557384,-1.342508220964127,0.9655791449798179
-0.7408689282310008,1.0245155971896818,-1.1953309842665056,0.5561375563646348,,,-0.8582925733153937
0.33073671036756747,-1.6634362868115882,0.9371353103584807,0.24805320742129305,-0.19303043511746185,-1.1131951218014764,0.9655791449798179
0.9845977779870313,1.4380466562667988,0.1552310023293191,-0.18326488109938535,2.1344302131722057,1.3814071761208273,-0.8582925733153937
2.183343068622717,-0.06100343288775467,1.932286247850141,1.7268580823493331,-0.7786887930867936,-0.8021440796927404,-0.8582925733153937
-0.5047524315906378,0.19745347903544433,-0.7688377253415083,-0.3681154904653904,0.3890241557390878,-0.44860420254915706,-0.8582925733153937
-0.1959847052147802,-1.5083621396576694,0.5817242612543164,0.6177544261533031,-2.0303602752119696,0.303806905973258,0.9655791449798179
0.4215507475369376,0.19745347903544433,-0.982084354804007,-0.6761998394087321,1.6340610102053514,1.2985520858907387,0.9655791449798179
-1.4310556107182133,-0.009312050503114134,-0.982084354804007,-0.6145829696200638,0.37239138444933023,-0.4503171617179602,0.9655791449798179
0.8392953185160396,0.19745347903544433,-0.6977555155206755,-0.9842841883520738,1.2816680291463667,1.7927408060900727,-0.8582925733153937
-1.1404506917762285,1.127898361958961,-1.4085776137290043,-1.1075179279294105,1.2532999136688372,0.8271035192946284,0.9655791449798179
-0.5410780464583863,-0.1643861976570339,-0.6977555155206755,-0.6145829696200638,-0.48157205528076963,-0.38727281665748836,0.9655791449798179
1.3841795415322602,-0.4228431095802329,2.074450667491807,1.6036243427719965,0.0968787684630012,-0.06634122745914076,-0.8582925733153937
-0.7771945430987481,0.8694414500357621,-0.7688377253415083,0.49452068657596643,1.4006847481530704,1.9928342974022908,-0.8582925733153937
1.4205051564000089,1.644812185805359,-0.4845088860581768,-0.5221576649370612,-0.08441843859535059,1.6391206417923094,-0.8582925733153937
-0.7953573505326225,0.3525276261893641,-0.9110021449831741,-1.1075179279294105,1.722565834323845,0.8041275234870046,0.9655791449798179
-0.2141475126486532,0.610984538112563,-0.34234446641651106,-0.15245644620505117,0.33485676390544483,-0.8839813246196266,-0.8582925733153937
-0.5047524315906378,0.7660586852664829,-0.8399199351623412,-1.0767094930350762,1.0896704058916058,-0.4864134317387955,-0.8582925733153937
0.4215507475369376,-1.4049793748883892,0.9371353103584807,0.5561375563646348,-0.9067056894469554,-1.3745579352673611,-2.682164291610605
0.5668532070079293,0.0940707142661651,-1.1242487744456728,-0.6145829696200638,-0.023616419102791858,1.120578110801745,0.9655791449798179
0.2944110954998189,-1.6634362868115882,0.6528064710751492,0.0015857282666196797,-0.4710010050832793,-1.1293813446718943,0.9655791449798179
-0.686380505929378,0.9211328324204008,-0.9110021449831741,0.12481946784395637,-0.4057081373424888,-1.0525960880182117,-0.8582925733153937
-0.5047524315906378,0.5076017733432838,0.29739542197098484,0.12481946784395637,0.06843672955751677,-0.1557750739172388,-0.8582925733153937
0.23992267319819738,-0.3711517271955942,1.5768751987459766,2.1581761708700116,-0.9899434693236949,-1.1808073579787524,-0.8582925733153937
0.385225132669189,0.9211328324204008,-0.4134266762373439,-0.060031141522048664,-0.4831244472678106,1.7573148244396348,0.9655791449798179
-1.4310556107182133,0.4042190085740028,-0.7688377253415083,-0.9226673185634054,1.4501764831685924,0.7834851242281787,0.9655791449798179
0.4578763624046849,-0.784682786272712,1.434710779104311,0.9874556448853131,-0.7066504125451565,-1.2410340093340175,-0.8582925733153937
1.4749935787016304,0.9728242148050413,-0.27126225659567815,-0.060031141522048664,1.173240841194141,1.5349652766805972,-0.8582925733153937
1.366016734098386,0.9728242148050413,0.01306658268765334,-0.306498620676722,1.3022926655456657,1.6707607354247411,-0.8582925733153937
-0.6500548910616307,0.7143673028818424,-0.34234446641651106,0.1864363376326247,-0.6256857780780163,-0.37672198119747946,-0.8582925733153937
0.47603916983855915,-1.4049793748883892,1.1503819398209794,0.8642219053079765,-0.4532593823742039,-1.39275502324898,0.9655791449798179
1.8927381496807323,-0.7329914038880724,2.1455328773126396,1.7884749521380017,-0.43712559422313985,-1.4071538104649972,-0.8582925733153937
1.0209233928547798,-0.5262258743495122,1.6479574085668096,1.7884749521380017,0.1854944777234288,0.019952193856153707,-0.8582925733153937
2.5647620247340717,0.3525276261893641,-1.4085776137290043,-0.6145829696200638,0.758955470080271,1.4002621397252484,0.9655791449798179
-0.7953573505326225,-0.21607758004167443,-1.6218242431915029,-1.1691347977180788,1.7823144449680497,0.739543997724132,0.9655791449798179
-1.594520877623079,1.1795897443435999,-0.5555910958790097,0.0015857282666196797,0.30839217669774327,-0.9365617234532864,-0.8582925733153937
-1.1949391140778514,-0.1643861976570339,-0.6266733056998426,-1.4772191466614204,0.6193695572452319,-0.17875106972486265,0.9655791449798179
-1.721660529660198,0.6626759204972018,-1.1953309842665056,-1.0767094930350762,-0.4710379667972552,0.589399402754369,0.9655791449798179
-0.014356630876039975,-1.6634362868115882,0.5106420514334835,0.12481946784395637,-0.2771368152726665,-1.4102445846173983,0.9655791449798179
1.2207142746273942,1.1795897443435999,-0.5555910958790097,-0.49134923004272707,1.0134553516705416,0.9144271986607203,-0.8582925733153937
0.4578763624046849,0.7660586852664829,-0.7688377253415083,-0.9226673185634054,1.0864916984895623,1.3237003125283664,0.9655791449798179
-1.7943117593956937,-0.009312050503114134,-1.1242487744456728,-0.9842841883520738,-1.3274778413638313,-1.2256422023100013,0.9655791449798179
0.2944110954998189,-1.0948310805805506,1.363628569283478,0.9874556448853131,-0.179465486087817,-1.29201316372727,-0.8582925733153937
0.8392953185160396,-1.560053522042309,1.363628569283478,1.3571568636173232,-0.618145588426663,-1.3474733200041296,-0.8582925733153937
-0.46842681672289055,2.0583432448824777,-0.4134266762373439,0.24805320742129305,0.02748315047073832,-0.8317360699711722,-0.8582925733153937
1.1117374300241498,1.2312811267282404,-0.34234446641651106,-0.3681154904653904,0.34659210809322,1.8272854826609122,-0.8582925733153937
0.9301093556854096,-0.5262258743495122,1.0792997300001466,1.6652412125606648,-1.1624068267414864,0.2512389198872022,-0.8582925733153937
0.47603916983855915,-1.3532879925037498,0.866053100537648,0.24805320742129305,-1.53167283023108,0.38892111626655174,0.9655791449798179
-0.12333347547928308,-0.26776896242631315,-0.982084354804007,-1.6004528862387573,1.1476818159788804,0.8641431581330687,0.9655791449798179
-0.43210120185514195,0.610984538112563,-0.4134266762373439,0.12481946784395637,-0.3834571855281904,-0.39283372758229557,-0.8582925733153937
0.22175986576432308,-1.3532879925037498,1.0082175201793138,0.9874556448853131,-2.0346478340333296,0.3008030210540582,0.9655791449798179
1.2752026969290158,0.4042190085740028,-0.34234446641651106,-0.6453914045143979,1.3004815415607807,1.914497447298608,0.9655791449798179
-1.1041250769084814,0.5076017733432838,-0.5555910958790097,-0.5529660998313954,0.4475715106790317,-0.40580504882430807,-0.8582925733153937
-0.595566468760008,0.04237933188152456,-0.982084354804007,-0.8918588836690713,0.9257636852595459,-0.3816498419946835,-0.8582925733153937
1.0754118151564014,0.0940707142661651,-0.2001800467748453,-0.6453914045143979,1.087674473336835,1.6042284082886695,0.9655791449798179
-1.2131019215117245,1.1795897443435999,-1.1953309842665056,-0.3681154904653904,-0.6981122566164161,-0.9183522227240681,-0.8582925733153937
-0.595566468760008,0.7660586852664829,-1.2664131940873384,-0.7994335789860687,0.38222320036727747,0.42841847912979425,-0.8582925733153937
1.0209233928547798,-0.4745344919648734,2.003368457670974,1.9733255615040066,-0.43357726968132476,-1.2910077311716717,-0.8582925733153937
-0.5047524315906378,1.0245155971896818,-0.9110021449831741,-0.12164801131071701,-0.041339560954879354,-0.12672924453320883,-0.8582925733153937
0.8756209333837881,-0.7329914038880724,0.5106420514334835,1.4187737334059916,-1.081848771128097,-1.411374144649001,-0.8582925733153937
-1.4855440330198348,-0.06100343288775467,-0.8399199351623412,-1.0459010581407422,0.4272980105625162,2.240418961032162,0.9655791449798179
0.948272163119284,-1.0948310805805506,1.932286247850141,1.6036243427719965,-0.13677470644410522,-0.10427458412478345,-0.8582925733153937
-1.0496366546068585,0.7660586852664829,-0.7688377253415083,-0.6145829696200638,-1.1649941467198937,-0.9841273722565366,0.9655791449798179
-0.6682176984955037,-0.06100343288775467,-1.7639886628331687,-0.9226673185634054,1.0609326732743016,0.12119056328186306,0.9655791449798179
-0.5410780464583863,0.9211328324204008,-1.1953309842665056,-0.3681154904653904,0.11735555800639041,0.6977378638072862,-0.8582925733153937
0.8937837408176611,-0.4745344919648734,1.5057929889251438,2.21979304065868,-0.7298069263518958,-0.2202592976993106,-0.8582925733153937
1.3115283117967644,-0.31946034481095364,1.7190396183876424,1.295539993828655,-0.9731074086070637,-0.8199936107415586,-0.8582925733153937
0.5305275921401806,-0.31946034481095364,-0.8399199351623412,-0.6761998394087321,1.6955468214064862,1.5224159888569824,0.9655791449798179
-1.3947299958504646,0.04237933188152456,-0.982084354804007,-1.2923685372954155,0.5725575464930631,-0.6037759602969249,0.9655791449798179
2.8553669436760565,-0.06100343288775467,2.074450667491807,2.281409910447348,-1.7828831192773744,0.03217875024216714,-0.8582925733153937
-1.3220787661149689,0.6626759204972018,-1.1953309842665056,-0.8918588836690713,-0.08447388116631434,-0.15215055161803537,0.9655791449798179
2.165180261188843,1.38635527388216,0.4395598416126506,-0.2448817508880537,1.7954173725729834,1.456119503925311,-0.8582925733153937
0.23992267319819738,-0.26776896242631315,-0.6977555155206755,-1.1691347977180788,1.6455745841092617,1.1397185676009645,0.9655791449798179
0.11278302116107869,-0.7329914038880724,1.1503819398209794,0.8334134704136423,-1.2789471109117172,-0.5913632126969095,2.7894508632750292
-1.6126836850569535,0.4042190085740028,-0.6266733056998426,-0.5837745347257296,0.2058049395539202,-0.7106621298806427,0.9655791449798179
-0.7590317356648738,0.4042190085740028,-0.5555910958790097,0.06320259805528802,0.9693969886096744,-0.22337489734691068,-0.8582925733153937
1.2388770820612687,-1.0948310805805506,1.5768751987459766,1.6652412125606648,-0.18044497150821284,-1.2840565925156626,-0.8582925733153937
0.9845977779870313,-0.7329914038880724,1.1503819398209794,2.034942431292675,-1.2230240376641561,0.2275181592235749,-0.8582925733153937
0.5305275921401806,-0.8880655510419913,1.0082175201793138,1.172306254251318,-1.0534991365075554,0.40695683852937203,-0.8582925733153937
1.3115283117967644,-0.4228431095802329,1.363628569283478,2.21979304065868,-0.6096443942118984,-1.315982179342897,-0.8582925733153937
0.47603916983855915,-1.8702018163501477,0.6528064710751492,0.43290381678729806,-1.363607916776579,0.4713541730782426,0.9655791449798179
-1.5763580701892048,-0.6296086391187923,-1.0531665646248398,-1.415602276872752,0.15437271455459434,-0.3053114442546022,0.9655791449798179
-1.7761489519618194,0.5076017733432838,-0.5555910958790097,-0.8918588836690713,,,-2.682164291610605
0.2580854806320704,-1.7151276691962278,0.5106420514334835,0.0015857282666196797,-0.1533889968768749,-1.3436874319861278,0.9655791449798179
-1.9577770263005596,-0.5262258743495122,-1.6218242431915029,-1.6004528862387573,0.5711160396479497,-0.5582335893524754,0.9655791449798179
0.5123647847063078,0.4042190085740028,-0.4134266762373439,-1.1075179279294105,1.8634084454341118,1.3819781625104284,0.9655791449798179
-1.158613499210103,0.9211328324204008,-1.55074203337067,-1.5080275815557547,,,-2.682164291610605
1.039086200288654,-0.5779172567341526,1.7190396183876424,1.85009182192667,-0.646661550760099,-1.4084695617105973,-0.8582925733153937
-1.2857531512472216,0.7143673028818424,-0.5555910958790097,-0.8610504487747371,0.46923107506969375,0.16329460314110675,0.9655791449798179
0.6576672441772994,-1.5083621396576694,0.5817242612543164,0.49452068657596643,-0.6286427151961983,-1.339715352754124,0.9655791449798179
1.7292728827758663,-0.6813000215034319,1.2925463594626452,1.6036243427719965,-0.5968926028897483,-0.7828050189319194,-0.8582925733153937
0.6031788218756778,-1.7668190515808684,0.9371353103584807,0.8950303402023106,-1.370002293294642,-0.6173555061713415,0.9655791449798179
-0.7590317356648738,0.6626759204972018,-0.7688377253415083,-0.3681154904653904,1.0440411699867065,0.5877360945759684,-0.8582925733153937
-0.849845772834244,1.2829725091128807,-0.4134266762373439,0.586945991258969,1.344392057765738,1.0035010754384184,-0.8582925733153937
0.2944110954998189,-0.06100343288775467,-0.34234446641651106,-0.8610504487747371,1.1675856989556213,1.2976707808111358,0.9655791449798179
1.2570398894951416,0.7143673028818424,0.01306658268765334,0.30967007720996137,1.340086018087392,1.6785435281699503,-0.8582925733153937
0.4215507475369376,-1.560053522042309,1.1503819398209794,0.21724477252695887,-0.7962271263689921,-0.31293287128100855,0.9655791449798179
1.1480630448918985,0.8694414500357621,0.08414879250848623,-0.49134923004272707,1.8698397836661507,1.618652020999886,-0.8582925733153937
0.04013179142558287,1.3346638914975195,-0.34234446641651106,0.24805320742129305,0.9315297126399934,1.4660000510149225,-0.8582925733153937
-0.5047524315906378,0.24914486142008485,-1.3374954039081715,-1.2307516675067471,,,0.9655791449798179
-0.9224970025697411,0.24914486142008485,-0.6977555155206755,-1.1383263628237446,0.2732046249914123,-0.23508011833372564,0.9655791449798179
-1.5218696478875833,0.19745347903544433,-0.7688377253415083,-0.6145829696200638,-0.04939721460191743,-0.5486509482052662,0.9655791449798179
-1.0133110397391112,1.0762069795743205,-0.8399199351623412,-0.306498620676722,0.6377949716628866,-0.5165515829116294,-0.8582925733153937
1.2570398894951416,0.0940707142661651,1.932286247850141,1.7268580823493331,-0.8480289685080927,-0.7350407661670678,-0.8582925733153937
-0.595566468760008,0.9728242148050413,-0.12909783695401242,-0.2448817508880537,0.9096668588224577,0.12383447852066286,-0.8582925733153937
-0.14149628291315736,1.0762069795743205,-0.27126225659567815,-0.8610504487747371,0.24357981123865838,-0.5357044524584527,-0.8582925733153937
0.4215507475369376,-1.3532879925037498,0.5817242612543164,0.7409881657306397,-1.6495622169614796,0.4084215427461711,0.9655791449798179
-0.05068224574378725,-1.6634362868115882,1.1503819398209794,0.8642219053079765,-0.8533329744638257,-1.3262723471033067,0.9655791449798179
0.7666440887805438,-1.0431396981959111,0.5817242612543164,1.6036243427719965,-0.5096444770464792,-0.6437450075689677,-0.8582925733153937
0.11278302116107869,-1.4566707572730289,1.0792997300001466,-0.12164801131071701,-1.4173687297564714,0.018313711172952222,-2.682164291610605
1.4749935787016304,1.8515777153439175,0.6528064710751492,0.7409881657306397,1.2905388405009026,1.2705985782955083,-0.8582925733153937
-0.5410780464583863,-0.26776896242631315,-0.982084354804007,-1.2307516675067471,0.6494748732796948,1.4386299425568927,0.9655791449798179
